Arabic,21531,68742,6.3854,0.000296581
Basque,12207,25541,4.18465,0.000342835
Catalan,36865,197075,10.6917,0.000290031
Chinese,40298,180925,8.97935,0.000222829
Czech,69303,257254,7.42404,0.00101307
English,29634,193078,13.0308,0.000439741
Greek,13283,43961,6.61914,0.000498354
Hungarian,36126,106681,5.90605,0.000163489
Italian,14726,55954,7.59935,0.000516085
Turkish,20409,45625,4.47107,0.000219084
